0,9
354,129,354,129,14986,15005,335,15074,54052,9,54052,9,146211,146273,76635,341,66,62,66,62,59,129,354,129,354,129,354,129,354,129,354
354,129,354,597,62810,109705,109684,109655,109684,109705,62810,597,354
354,0,57,144728,150639,10026,150639,10026,150639,10026,10004,10026,10115,150809,150863,150901
354,129,14986,15005,335,15074,151846,15074,151846,34760,151876,151889,151904,151921,151935,151947,151958,151969,151979,10470,10446,152011,10394,10335
354,597,354
354,597
354,26473,14986,26473,26495,125130,74511,15005,74511,15005,74511,15005,74511,15005,74511,15005,74511,15005,74511,15005,74511,15005,74511,125130,26495,26473,354
4872,4775,129,354
354,129,354,129,59,57,0,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10342,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,90249,354,0,354,0,354
354,0,57,144728,57,0,354,597,354
103974,235,103974,235,103974,103987,172489,59,144728,57,0,354
354,0,57,144728,59,172489,103987,103974,235,103974,235,103974,235,103974,235,103974,235,103974,103987,172489,59,144728,57,0,57,0,354
354,0,57,59,62,335,15005,14986,26473,354,0,57,0,354
354,597,354
354,0,57,144728,59,62,335,62,335,15005,14986,129,354
354,129
354,129,354
597,354,129,4119,4311,4119,4616,4710,4775,4872,4775,129,354
354,597,354,597,354,129,354,129,354,129,354
354,129,59,62,103987,103974,103987,103974,103987,103974,103987,62,59,129,354
248,195027,195044,195069,195099,195104,195119,195137,195153,90513,90538,109655,109684,109705,62810,597,354
354,0
354,597,354,597,354,0,354
354,90249,354
354,597,62810,109705,109684,109655,90538,90513,195153,250,199691,83651,199813,83651,199813,83651,199813,83651,199813,83651,199813,83651
597,354
0,57,0,354
354,129,14986,15005,335,15074,335,15005,14986,129,0,57,144728,57,0,354,0,57,144728,57,0,354
354,0,57,144728,59,172489,103987,103974,103987,103974,103987,103974,235,103974,235,103974,235,103974,235,103974,235,103974,103987,172489,144728,57,0,354
354,597,354,597,354,597,354,597,354,0,57,0,354
354,0,354
354,129,59,62,335,66,69,235,69,235,69,219521,55035,54993,54810,54052,15074,54052,15074,354
597,354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10342,10394,10446,10470,10490,10508,10525,10545,10140,223084,103987,103974,103987,62,103987,172489,59,57,0,354,129,354,129,354,129,354
15005,14986,26473,354
354,0,57,59,129,14986,125130,94364,225747,225781,94364,125130,14986,129,59,57,0,354
354,597,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10342,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,129,59,62,59,57,0,57,129,354
354,129,14986,15005,335,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,9,233177,354
354,597,354,0,57,59,129,14986,125130,94364,225747,225781,26551,225781,225747,94364,125130,14986,129,59,57,0,354
354,597,354,597,354,597
0,597,109705,109684,109655,109684,109705,597,0,354,597
144728,57,0,354,129,354,129,354,129,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354,597,354
354,0,57,0,354,26473,90249,90307,62810,90419,90453,90513,90538,90559,90592,90559,90538,90513,90453,90419,62810,90307,90249,90307,249727,26495,26512,94364,125130,74511,4775,4872
354,129,354,129,354,129,14986,15005,335,54810,54052,54810,54052,54993,55035,54993,354
354,0,57,129
354,129,354,129,354,129,57,0,354,129,354,129,354,129,354,129,354
597,354,597,354,0,354,129,354
354,597
354,129,57,129,57,129,354
26905,26887,26874,26824,26753,250,26656,26551,26533,26512,26495,26473,129,354
354,0,354
354,0,9926,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,131244,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,90249,354,597,354
354,0,57
354,129,14986,26473,26495,26512,94364,26512,94364,26512,26495,26473,354
0,354,90249,90307,62810,90419,62810,90419,62810,90419,62810,90419,62810,90307,90249,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10264,10249,10234,10219,10194,10181,10168,10155,10140,10115,10026,10004,9988,9926,0,354
4872,4775,354
354,0,57,144728,57,59,62,335,15005,74511,76635,278894,55035,54993,54810,54052,54810,54993,55035,278894,76635,74511,15005,335,62,59,57,0,354
354,129
354,90249,354
354,129,354
354,26473,26495,26512,26495,26473,354,0,354
354,0,354
354,129,26473,14986,15005,335,15005,288857,76635,341,76635,74511,76635,341,278894,341,55035,129,354
354,0,354,0,9926,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354,129,354
354,0,57,0,354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10342,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,0,57,0,354
354,90249,354
354,129,354,129,354,129,354
354,0,57,144728,9988,144728,57,144728,59,62,59,57,144728,57,0,354
354,0,57,0,354,90249,354
354,597,354,0,354
354,0,57,0,54993,57,144728,57,0,354
354,0,597,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,23455,23469,23455,335,15005,14986,129,354
354,597
354,26473,26495,125130,74511,76635,278894,55035,54993
144728,57,0,354,129,354
354,0,354,597,354,597,354,0,354,0,57,144728,57,144728,57,0,354
354,129,57,129,354,129,354
354,129,354,129,354,129,59,62,103987,103974,103987,103974,103987,62,59,129,354
354,129,57,129,57,129,57,129,57,129,57,129,354
129,26473,26495,26512,26533,26551,26656,250,26753,26824,26874,26887,26905
354,90249,62810,90249,90307,62810,90419,90453,90513,90538,90559,90592
354,597
354,0,57,0,354,597,354,597,354,0,331218,4775,4872,331451,4872,4775,331218,0,354,597,354
26905,26887,26874,26824,26753,250,26656,26551,26533,26512,26495,26473,129,354
354,0,57,144728
354,597
597,354
354,597,354,129,354,129,57,129,354,129,14986,15005,335,15074,9,233177,341684,225781,26656,225781,26656,225781,26656,225781,26656,225781,225747,94364,125130,26495,26473,354
597,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,131244,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354,597,354,26473,14986,15005,14986,125130,94364,225747,225781
354,129,57,129,59,129,14986,125130,14986,26473,129,354
354,129,57,0,57,129,354
354,129,354,129,354,129,14986,15005,335,15005,14986,26473,129,354,129,354,129,354,129,354,129,354,129,354,129,354
354,597
129,354,129,354,0,57,59,129,14986,125130,94364,225747,225781,355616,355649,134957,355649,134957,355649,355616,225781,26656,26551,26533,26512,26495,26473,354,129
597,354,59,354
354,129,59,129,354,0,57,0,54052,144728,57,0,354
354,597,354,0,57,0,354
129,354,129,354,0,57,144728
597,354,0,57,129,354
354,0,354,0,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,131244,10508,10525,10545,10140,223084,103987,103974,103987,172489,62,59,57,144728,57,0,354
129,354,129,354,129,354,129,354,0,57,59,129,14986,125130,94364,225747,225781,355616,355649,134957,370908,355649,134957,355649,355616,225781,26656,26551,26533,26512,26495,26473,129,57,0,354
354,0,354,129,57,0,9926,9988,10004,10026,10115,10140,10545,10525,10508,10490,10470,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,57,129,354,129,354
335,15005,14986,129
354,597,354,90249,354,597
354,0,57,0,354
354,0,57,144728,57,0,354
354,0,57,144728,57,0,354
354,597
354,597,354,129,26473,26495,26512,26533,26551,26656,250,248,83651,248,59295,244,59246,59234,243
354,0,354,129,57,129,57,129,57,129,57,129,57,129,57,129,57,0,354
354,129,354,129,354,129,354,129,354,129,354,129,54052,9,54052,129,354,129,354,129,354
354,597,354
354,129,26473,26495,26512,26533,26551,26656,250,26753,26824,26874,391557,391572,391588,4872,4775,331218,391836,74889,74511,125130,94364,26512,26495,26473,129,354
354,597
597,354,129,354,129,354,129,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354,129,4775,4872
150901,150863,150809,10115,10026,10004,10026,150639,144728,57,0,354,129,354,129,354,129,354,129,354,129,354
354,129,354,129,354,0,57,59,129,14986,125130,94364,225747,225781,355616,225781,225747,94364,125130,14986,129,59,57,0,354,0,57,59,129,14986,125130,94364,225747,225781,355616,225781,225747,94364,125130,14986,129,59,57,0,354,129,354,129,354
354,129,57,0,9926,9988,10004,10026,10115,10140,10545,10525,10508,10490,10470,10446,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,57,129,354
354,597,354
354,129,354,129,14986,129,14986,15005,335,9,129,354,597,354
354,129,14986,15005,335,54052,9,54052,54810,146211,74889,76635,341,335,15005,14986,26473,129,354
354,0,354,597,0,597,0,597,0,597,0,597,354
0,354,129,354,129,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10342,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354,597,354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10342,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354,129,354
354,597,354,129,57,129,354,129,354
0,354,26473,26495,125130,74511,15005,74511,125130,74511,125130,26495,26473,354,129,354,0,354,597,354,597,354,0,354,0
597,354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,131244,10508,10525,10545,10140,223084,103987,103974,103987,172489,62,59,57,0,354
354,597,354,597,354
354,129,14986,15005,335,355616,125130,14986,129,59,57,0,57,0,354
354,597,354,0,57,129,354
354,0,57,0,354
354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,23441,23455,23469,10234,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,0,57,0,354
354,597,354
129,354,597,354,597,354
243,59234,59246,244,59295,248,250,26656,26551,26533,26512,26495,26473,129,354,597,354
354,90249,354,129,26473,26495,26512,26533,26551,26656,250,26753,26824,26874,26887,26905,26887,26874,26824,26753,250,26656,26551,26533,26512,26495,26473,129,354
354,0,57,144728,57,144728,57,59,129,14986,125130,74511,76635,278894,55035,54993,55035,54993,55035,278894,76635,74511,15005,335,62,59,57,0,354
354,0,354,129,354
354,597
354,597
354,597,354
354,129,354,0,354,129,57,0,129,354
354,0,57,144728,150639,10026,10004,10026,10115,150809,150863,150901
354,129,354
597,354
354,129,225781,129,354
354,0,57,144728,59,172489,103987,103974,235,69,66,335,62,59,129,354,129,59,62,59,129,354
354,129,14986,15005,335,15005,335,15005,335,15005
354,597,354,0,354
354,597,354,0,57,59,62,66,69,103911,55035,103911,69,66,62,59,57,0,354
354,0,354,129,354,129,354,129,354,129,354
354,129,59,129,59,129,59,335,15005,335,62,59,57,59,129,354
354,597,354,0,57,144728,59,172489,103987,103974,473997,474055,473997,474055,473997,474055,473997,474055,473997,474055,473997,103974,235,103974,103987,172489,59,57,0,354,597,354,90249,354,129
150901,150863,150809,10115,10026,10004,10026,150639,144728,57,0,354,129
354,129,354,129,354,129,354,129,354,129,354,129,354,129,354,129,354
0,354,129,354,90249,354
354,597,354,0,354
354,129,354,129,14986,15005,335,15074,151846,15074,151846,15074,151846,481142,129,354
354,0,354,0,354,129,354,26473,26495,26512,26533,26551,26533,26551,225747,391836,341684,233177,341684,483260,355649,134957,355649,355616,225781,26656,26551,26533,26512,26495,26473,354
354,90249,354,0,597,0,597,0,597,354
90592,90559,90538,90513,90538,109655,109684,109705,62810,597,354,597,354,597
354,0,9926,0,9926,9988,10004,10026,10115,10140,10155,10168,10181,10194,10181,10194,10219,10234,10249,10264,10279,10293,10307,10321,10335,10321,10307,10293,10279,10293,131215,131231,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,597,354
354,129,57,0,9926,9988,10004,10026,10115,10140,10545,10525,10508,10490,10470,10446,10394,10446,10470,10490,10508,10525,10545,10140,10115,10026,10004,9988,9926,0,57,129,354,129,354,129,354,129,26473,129,354
354,597
354,597,354,597,354,597,0,354
354,0,57,0,354
26656,225781,225747,94364,125130,14986,129,59,57,0,354,129,57,0,57,0,57,0,57,129,354
354,90249,354
354,129,354,129,354
57,0,354
354,129,354
354,129,26473,26495,26512,26533,26551,26656,250,26753,26824,26874,26887,26905,26887,26874,26824,26753,250,26656,26551,26533,26512,26495,26473,129,354,129,14986,15005,335,9,233177,9,233177,335,15005,14986,129,354,0,9926,0,9926,9988,10004,10026,10115,10140,10545,10525,10545,10140,10115,10026,10004,9988,9926,0,354
354,597
354,0,57,59,62,335,15005,74511,76635,278894,55035,54993,55035,278894,76635,74511,15005,335,62,59,57,0,129,354
354,0,57,0,354,129,354
26473,129,26473,26495,26512,26533,26551,26656,250,26753,26824,26874,26887,26905
26473,129,57,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,23441,23455,23441,23455,23441,23455,23441,23455,26551,26533,26512,26495,26473
129,59,57,144728,10026,10004,10026,10115,10140,10155,23441,10155,519260,23455
0,57
23455,10168,10155
249727,26495,26473,129,57,0,57,129,26473,26495,26512,26495,249727,26512
23455,23441,23455,519260,10155,519260,23441,10545,10140,10115,10026,10004,9988,9926,0,57,129,26473,129,26473,129,57,0,57,129,26473
26905,26887,26874,26824,26753,250,26656,26551,26533,26512,26495,26473,129,26473,129,57,0,57,129,26473,26495,26512,26533,26551,26533,26512,26495,26473
26473,129,57,0,57,129,26473
26473,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,519260,10155,519260,23441,10545,10140,10115,10026,10004,9988,9926,0,57,129,26473,129,57,129,57,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,23441,74511,15005,14986,15005,74511,125130,26495,26473
26473,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,23441,23455,23441,23455,23441,10155,10140,10115,10026,10004,10026,150639,144728,57,59,129,26473,26495,26512,26533,26551,9,146211,146273,76635,74511
129,57,0
26473,26495,249727,26495,249727,26495,249727,26512,552024,26512
26473,14986,129,57,0,57,129,26473,14986,15005,335,66,62,59,57,0,57,129,26473
26473,14986,15005,335,66,62,66,335,15005,14986,26473
26473,129,57,0,57,129,26473,129,57,0,57,129,26473,26495
26512,249727,26495,249727,90249,26473,354,0,354,26473,90249,249727,26495,249727,26495,249727,26512,552024
9,233177,26473
26512,552024,26512,552024,26512,552024,26512,26533,94364,225747,391836,74889,146211,9,54052,54810,54052,54810,54052,54810,54052,54810,54052,54810,54052,9,15074,9,233177,26533,26551,570163,26533,552024,26512,552024,26512
57,0,57,129,14986,26473,26495,26512,26533,26551,26533,26551,570163,572089,572204,195069,572204,195069,572204
26473,129,57,0,57,129,26473
26473,129,57,129,57,129,59,57,144728,150639,10026,10004,10026,10004,10026,10115,10140,10155,519260,23441,23455,23441,10155,10140,10115,10026,10004,10026,150639,144728,57,59,129,26473,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,23441,23455,23441
26495,26512,26533,26551,9,26551,26533,26512,26495,26473,129,26473,26495
9,146211,74889,76635,74511,125130,26495,26473
57,129,14986,26473,26495,26512,26533,26551,26533,26551,570163,572089,572204
26473,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441
10140,10115,10026,10004,9988,9926,0,129,26473
129,14986,26473,26495,26473,14986,129,57,0,57,129,26473
552024,26512,249727,26495,26473,129,57,0,57,129,26473,26495,249727,26512,552024,26512,552024,26512,552024,26512
570163,26551,26533,26551,26533,26512,26495,26473,14986,129,57,9988,57
570163,26551,26533,26551,9,15074
57,129,57,129,14986,26473,26495,26512,26533,26551,26533,26551,570163,572089,572204,572089,572204,195069,572204,572089,570163,26551,26533,26551,26533,26512,26495,26473,26495,26473,14986,129,57,144728,59,144728,172489,103987
26473,26495,26512,26533,26551,341684,26551,26533,26512,26495,26473
26512,249727,26495,26473,129,354,0,354,0,354,26473,26495,26512
9926,0,9988,144728,57,0,57,144728,57
10155,10140,10115,10026,10004,10026,150639,144728,57,59,129,26473
26495,26512,26533,26551,9,26551,570163,26551,570163,26533,26512,552024,26512,552024,26512,552024,26512,26533,26551,26656,250,26753,26824,26753,250,26656,26551,26533,26512,26495,26473,129,26473,26495
26512,552024,26512,249727,26495,26473,354,129,354,26473,26495,26512,552024,26512,552024,26512,552024,26512,26533,26551,26533,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512
249727,26495,26473,14986,129,59,57,144728,59,172489,103987,103974,235,69,103911,643420,151947,643420,151935,151921,151904,151921,151904,151921,151904,151921,151904,151889,644118,151889,644118,151889,644118,151889,644118,151889,644118,151889,644118,644629,34760,644651,4311,644691,644798,644835,644852,644868,4710,4775,4872,10335,10394,152011,10446,10470,151979,151969,151958,151947,151935,151921,151904,151889,151876,34760,151846,15074,26551,26533,26512,552024,26512
26495,249727,26473,90249,249727,26473,90249,26473,354,129,57,0,57,129,26473,26495,26512,26495,249727,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,249727,26495,26473
57,129,14986,26473,26495,26512,26533,26551,26533,26551,570163,572089,572204,653971,654118,572204,654272,572204
57,144728,59,62,335,15005,335,15005,335,59,57,0,57
26512,552024,26512,552024,249727,26512,249727,26512,552024,26512,26533,94364,225747,391836,74889,146211,146273,146211,74889,9,74889,391836,225747,94364,26533,129,26473,26495,26512,26495,249727,26512
26473,129,57,0,57,129,26473,90249,249727,26473
0,129,26473
26473,129,57,0,57,129,26473,26495,26512,26533,26551,54052,54810,54993,55035,54993,55035,54993,55035,54993,55035,278894,76635,74511,125130,26495,26473
26512,552024,26512,26533,94364,225747,391836,74889,146211,9,129,26656,250,26656,26551,26656,250,26753,26824,26753,26824,26753,26824,26753,26824,26753,26824,26753,250,26656,26551,26533,26512,26495,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024
26473,129,0,129,26473
26473,0
0,9988,144728,57
23455,519260,10155,519260,23441,10545,10140,10115,10026,10004,9988,9926,0,57,129,26473
26473,129,57,129,57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,23441,23455,23441,10155
26473,26495,26512,26495,26512,26495,249727,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512
57,0,9926,9988,10004,10026,10115,10140,10545,23441,23455,23441,23455
9,146211,74889,76635,74511,125130,26495,26473
57,129,14986,26473,26495,26512,26533,26551,26533,26551,570163,572089,572204,654118,653971,654118,653971,572204,654118,653971,572204,654118,572204,654118,653971,572204,654272,572204,195069,195044,195069,195044,195069,572204
26473,14986,15005,335,66,62,66,335,15005,14986,26473
54052,54810,54993,55035,278894,76635,74511,15005,335,62,59,57
26512,552024,249727,26495,249727,90249,26473,354,0,57,129,354,26473,90249,249727,26495,249727,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512
57,0,57
26533,26551
26473,14986,129,57,0,57,129,14986,26473
26473,26495,26512,26533,26551,15074,26551,26533,26512,26495,26473,26495,26473,129,57,0,57,0,57,129,26473
26512,249727,26495,26473,26495,249727,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024,26512,552024
26512,552024,26533,570163,26551,570163,9,233177,715618,481142,715618,331218,481142,715618,233177,9
